Id,f1,f2,y1
88,2.0299646506585307,0.7255313445039923,1
89,1.8243396359241126,0.9542746135281812,1
90,1.7771099366452214,1.1865525442020142,1
91,1.2176750632530244,3.892901272884202,-1
92,0.3761408701127562,3.376924669381823,-1
93,0.45953466751367356,5.44982629930781,-1
94,1.6599104892724754,3.5628918352361985,-1
95,1.9736977010258854,1.579798477499554,1
96,2.0458582544713453,0.9942205609168706,1
97,1.931125315734495,1.4257710071864063,1
98,0.7029505764360892,4.314274822863424,-1
99,1.0037251889273626,4.19147701743289,-1
100,1.5967811670890122,0.03498877565698977,1
101,0.595676822337917,4.086142627856107,-1
102,2.351512587842391,0.8280012965173169,1
103,1.0827257638987469,4.0627187657234325,-1
104,0.754760975781029,4.160159820902834,-1
105,0.00793137001172417,4.1761431593200085,-1
106,1.1641106995370358,3.791329883867355,-1
107,0.3136400748894247,4.335086375004975,-1
108,0.4389901418302897,4.535928826163947,-1
109,2.74666646030275,1.5454348151600295,1
110,0.42857674327999995,4.973997100305902,-1
111,2.503580521955657,0.18429668681569522,1
112,1.7144444869831275,5.025215236719037,-1
113,1.4328927136346912,4.376792337344087,-1
114,1.4137244158530171,4.381177073902836,-1
115,0.6774506081311121,5.461506559738582,-1
116,2.3956416881444795,0.7640585996288441,1
117,0.9494257913388888,0.6108792575136448,1
118,1.8801651037841602,0.4407683328509629,1
119,1.4817005211372116,0.690074594518305,1
120,1.9408754252840383,0.6607539515178666,1
121,1.3447177007541433,4.857111330388306,-1
122,2.3110227598997386,1.3038084809560841,1
123,0.7438739881017237,4.122405677103188,-1
124,1.6324473559191377,1.4636200949196336,1
125,1.0364040297735253,1.130031945174975,1
126,2.4550973706520267,0.6212317875048049,1
127,1.5446212592107438,4.2107812715938895,-1
128,2.0406718467935168,0.45484511441452363,1
129,2.441256200470635,-0.044710385242134776,1
130,1.4903684456881097,3.913171971468302,-1
131,1.6968778800536604,0.7549106220963326,1
132,1.2138741061434821,3.6479504222100867,-1
133,0.7151779475135126,5.413345564535995,-1
134,2.3696021357334014,0.9507169121647336,1
135,0.5294171853174312,3.8079242042529815,-1
136,2.0968048726364756,3.7174205995225433,-1
137,0.24100876724839426,4.810405113289319,-1
138,1.663822372000666,0.6630916348253761,1
139,2.469158420153751,1.6787713976769358,1
140,3.0441484807574137,0.9962003132303372,1
141,1.2425880181937505,4.50399192387295,-1
142,1.1055044830318288,1.2638912874022599,1
143,1.5287853728149865,4.495023919214202,-1
144,0.45379178903736606,3.956477528589741,-1
145,2.2199773360672417,0.3631146101406201,1
146,1.3514089491628076,3.3425527340843413,-1
147,0.5716704821520695,4.322885662413,-1
148,0.2005559327124259,4.4640178490579,-1
149,2.2270737347682457,1.2629699606232072,1
150,1.9889431270933944,1.5097672869674166,1
151,1.6638913614718664,0.5849500725572703,1
152,0.43189105991654975,4.334954564926074,-1
153,1.4393444092746954,4.797889819826628,-1
154,1.2902360748655473,4.200859528715041,-1
155,1.2008309760433589,0.6016717299206205,1
156,1.1552129830701285,5.0996188654606085,-1
157,0.7893385592700715,4.3374865327862375,-1
158,1.6784149856479307,0.6090473888614643,1
159,2.61437654590146,1.101642650218694,1
160,1.6235048883018022,0.4098678668054905,1
161,1.379172036178832,0.459257008219042,1
162,1.869221394823855,5.44132083306674,-1
163,2.1061604967802476,3.4951318907629223,-1
164,2.4393464370914333,-0.0725099666485638,1
165,1.8432084721785584,-0.07222085325268268,1
166,1.4885997678819276,0.6516338440164078,1
167,0.5325322807117071,5.229596084692432,-1
168,1.0692385339646449,4.530684839209695,-1
169,0.5900990368467607,2.969745436113734,-1
170,0.34713829950623953,3.451776565141005,-1
171,1.8698597400046046,-0.10793862386004904,1
172,1.9843690943557362,0.48955673753982665,1
173,2.8739866302943606,0.4839941492079743,1
174,1.0524173341686671,4.544980945515211,-1
175,2.2235325446226555,0.30178949338018846,1
176,1.3796469327539564,4.548264429193056,-1
177,1.5459225627019515,4.356318072279505,-1
178,0.7343639103625873,5.0372543696778465,-1
179,2.951958248127699,-0.34432735507018264,1
180,2.294695328816956,-0.7658919939180533,1
181,1.3615580623397303,1.3663825209639329,1
182,1.4949317978621983,3.858488315204525,-1
183,2.0182916801754893,0.833280494163232,1
184,1.6522516318103992,3.655828422430336,-1
185,0.9143387674703604,4.550146428611414,-1
186,0.7280986900906466,3.8553144405839355,-1
187,2.4743418108972794,0.8999261933896985,1
188,2.0784458525369907,-0.09636540145523531,1
189,1.6199090943547274,0.06764528670090364,1
190,0.3557243734758163,4.712744038417366,-1
191,1.7295506358228474,1.1472936876947921,1
192,0.9171985638912357,3.9057003556311254,-1
193,1.0017331713702464,1.1682243370214858,1
194,2.223222280858821,0.8387734261521621,1
195,2.57002187600828,1.5823247799324809,1
196,2.47019077207499,1.3145131461315405,1
197,1.8727175224410586,4.180692369188909,-1
198,2.3381228529390596,3.431167922689131,-1
199,1.5463231290618487,4.212973002469771,-1
200,0.2771801740764812,4.844283219620902,-1
